date,test,detection_rate,n_iterations
2000-07-25,chow,0.02,1000
2000-07-25,ks,0.0,1000
2000-07-25,led,0.017,1000
2000-07-25,mwu,0.0,1000
2000-07-26,ad,0.001,1000
2000-07-26,chow,0.014,1000
2000-07-26,ks,0.001,1000
2000-07-26,led,0.009,1000
2000-07-26,mwu,0.0,1000
2000-07-27,ad,0.0,1000
2000-07-27,chow,0.01,1000
2000-07-27,ks,0.0,1000
2000-07-27,led,0.007,1000
2000-07-27,mwu,0.0,1000
2000-07-28,ad,0.001,1000
2000-07-28,chow,0.012,1000
2000-07-28,ks,0.001,1000
2000-07-28,led,0.006,1000
2000-07-28,mwu,0.001,1000
2000-07-29,ad,0.0,1000
2000-07-29,chow,0.009,1000
2000-07-29,ks,0.001,1000
2000-07-29,led,0.006,1000
2000-07-29,mwu,0.0,1000
2000-07-30,ad,0.0,1000
2000-07-30,chow,0.008,1000
2000-07-30,ks,0.002,1000
2000-07-30,led,0.002,1000
2000-07-30,mwu,0.0,1000
2000-07-31,ad,0.001,1000
2000-07-31,chow,0.009,1000
2000-07-31,ks,0.001,1000
2000-07-31,led,0.002,1000
2000-07-31,mwu,0.0,1000
2000-08-01,ad,0.0,1000
2000-08-01,chow,0.01,1000
2000-08-01,ks,0.001,1000
2000-08-01,led,0.002,1000
2000-08-01,mwu,0.0,1000
2000-08-02,ad,0.0,1000
2000-08-02,chow,0.012,1000
2000-08-02,ks,0.001,1000
2000-08-02,led,0.003,1000
2000-08-02,mwu,0.002,1000
2000-08-03,ad,0.002,1000
2000-08-03,chow,0.011,1000
2000-08-03,ks,0.004,1000
2000-08-03,led,0.006,1000
2000-08-03,mwu,0.002,1000
2000-08-04,ad,0.001,1000
2000-08-04,chow,0.011,1000
2000-08-04,ks,0.001,1000
2000-08-04,led,0.008,1000
2000-08-04,mwu,0.001,1000
2000-08-05,ad,0.002,1000
2000-08-05,chow,0.011,1000
2000-08-05,ks,0.002,1000
2000-08-05,led,0.007,1000
2000-08-05,mwu,0.001,1000
2000-08-06,ad,0.001,1000
2000-08-06,chow,0.014,1000
2000-08-06,ks,0.004,1000
2000-08-06,led,0.011,1000
2000-08-06,mwu,0.001,1000
2000-08-07,ad,0.0,1000
2000-08-07,chow,0.019,1000
2000-08-07,ks,0.001,1000
2000-08-07,led,0.011,1000
2000-08-07,mwu,0.0,1000
2000-08-08,ad,0.002,1000
2000-08-08,chow,0.022,1000
2000-08-08,ks,0.001,1000
2000-08-08,led,0.011,1000
2000-08-08,mwu,0.001,1000
2000-08-09,ad,0.003,1000
2000-08-09,chow,0.021,1000
2000-08-09,ks,0.007,1000
2000-08-09,led,0.014,1000
2000-08-09,mwu,0.002,1000
2000-08-10,ad,0.007,1000
2000-08-10,chow,0.029,1000
2000-08-10,ks,0.008,1000
2000-08-10,led,0.014,1000
2000-08-10,mwu,0.006,1000
2000-08-11,ad,0.006,1000
2000-08-11,chow,0.037,1000
2000-08-11,ks,0.007,1000
2000-08-11,led,0.021,1000
2000-08-11,mwu,0.007,1000
2000-08-12,ad,0.006,1000
2000-08-12,chow,0.053,1000
2000-08-12,ks,0.007,1000
2000-08-12,led,0.027,1000
2000-08-12,mwu,0.006,1000
2000-08-13,ad,0.006,1000
2000-08-13,chow,0.069,1000
2000-08-13,ks,0.006,1000
2000-08-13,led,0.04,1000
2000-08-13,mwu,0.006,1000
2000-08-14,ad,0.004,1000
2000-08-14,chow,0.079,1000
2000-08-14,ks,0.008,1000
2000-08-14,led,0.044,1000
2000-08-14,mwu,0.005,1000
2000-08-15,ad,0.011,1000
2000-08-15,chow,0.09,1000
2000-08-15,ks,0.011,1000
2000-08-15,led,0.048,1000
2000-08-15,mwu,0.012,1000
2000-08-16,ad,0.015,1000
2000-08-16,chow,0.102,1000
2000-08-16,ks,0.02,1000
2000-08-16,led,0.06,1000
2000-08-16,mwu,0.012,1000
2000-08-17,ad,0.011,1000
2000-08-17,chow,0.118,1000
2000-08-17,ks,0.015,1000
2000-08-17,led,0.065,1000
2000-08-17,mwu,0.009,1000
2000-08-18,ad,0.012,1000
2000-08-18,chow,0.134,1000
2000-08-18,ks,0.012,1000
2000-08-18,led,0.088,1000
2000-08-18,mwu,0.008,1000
2000-08-19,ad,0.013,1000
2000-08-19,chow,0.154,1000
2000-08-19,ks,0.014,1000
2000-08-19,led,0.098,1000
2000-08-19,mwu,0.012,1000
2000-08-20,ad,0.012,1000
2000-08-20,chow,0.162,1000
2000-08-20,ks,0.012,1000
2000-08-20,led,0.123,1000
2000-08-20,mwu,0.013,1000
2000-08-21,ad,0.008,1000
2000-08-21,chow,0.185,1000
2000-08-21,ks,0.011,1000
2000-08-21,led,0.133,1000
2000-08-21,mwu,0.01,1000
2000-08-22,ad,0.011,1000
2000-08-22,chow,0.207,1000
2000-08-22,ks,0.011,1000
2000-08-22,led,0.145,1000
2000-08-22,mwu,0.011,1000
2000-08-23,ad,0.012,1000
2000-08-23,chow,0.22,1000
2000-08-23,ks,0.018,1000
2000-08-23,led,0.164,1000
2000-08-23,mwu,0.008,1000
2000-08-24,ad,0.008,1000
2000-08-24,chow,0.227,1000
2000-08-24,ks,0.017,1000
2000-08-24,led,0.183,1000
2000-08-24,mwu,0.01,1000
2000-08-25,ad,0.015,1000
2000-08-25,chow,0.243,1000
2000-08-25,ks,0.02,1000
2000-08-25,led,0.194,1000
2000-08-25,mwu,0.014,1000
2000-08-26,ad,0.015,1000
2000-08-26,chow,0.25,1000
2000-08-26,ks,0.024,1000
2000-08-26,led,0.214,1000
2000-08-26,mwu,0.016,1000
2000-08-27,ad,0.018,1000
2000-08-27,chow,0.247,1000
2000-08-27,ks,0.022,1000
2000-08-27,led,0.222,1000
2000-08-27,mwu,0.012,1000
2000-08-28,ad,0.022,1000
2000-08-28,chow,0.261,1000
2000-08-28,ks,0.019,1000
2000-08-28,led,0.238,1000
2000-08-28,mwu,0.025,1000
2000-08-29,ad,0.02,1000
2000-08-29,chow,0.275,1000
2000-08-29,ks,0.023,1000
2000-08-29,led,0.253,1000
2000-08-29,mwu,0.021,1000
2000-08-30,ad,0.025,1000
2000-08-30,chow,0.292,1000
2000-08-30,ks,0.024,1000
2000-08-30,led,0.26,1000
2000-08-30,mwu,0.021,1000
2000-08-31,ad,0.017,1000
2000-08-31,chow,0.293,1000
2000-08-31,ks,0.017,1000
2000-08-31,led,0.264,1000
2000-08-31,mwu,0.017,1000
2000-09-01,ad,0.022,1000
2000-09-01,chow,0.292,1000
2000-09-01,ks,0.022,1000
2000-09-01,led,0.271,1000
2000-09-01,mwu,0.019,1000
2000-09-02,ad,0.023,1000
2000-09-02,chow,0.288,1000
2000-09-02,ks,0.023,1000
2000-09-02,led,0.291,1000
2000-09-02,mwu,0.021,1000
2000-09-03,ad,0.021,1000
2000-09-03,chow,0.297,1000
2000-09-03,ks,0.022,1000
2000-09-03,led,0.3,1000
2000-09-03,mwu,0.021,1000
2000-09-04,ad,0.035,1000
2000-09-04,chow,0.323,1000
2000-09-04,ks,0.026,1000
2000-09-04,led,0.308,1000
2000-09-04,mwu,0.029,1000
2000-09-05,ad,0.026,1000
2000-09-05,chow,0.327,1000
2000-09-05,ks,0.023,1000
2000-09-05,led,0.322,1000
2000-09-05,mwu,0.023,1000
2000-09-06,ad,0.032,1000
2000-09-06,chow,0.352,1000
2000-09-06,ks,0.031,1000
2000-09-06,led,0.336,1000
2000-09-06,mwu,0.03,1000
2000-09-07,ad,0.025,1000
2000-09-07,chow,0.366,1000
2000-09-07,ks,0.017,1000
2000-09-07,led,0.351,1000
2000-09-07,mwu,0.025,1000
2000-09-08,ad,0.02,1000
2000-09-08,chow,0.36,1000
2000-09-08,ks,0.011,1000
2000-09-08,led,0.353,1000
2000-09-08,mwu,0.019,1000
2000-09-09,ad,0.022,1000
2000-09-09,chow,0.355,1000
2000-09-09,ks,0.018,1000
2000-09-09,led,0.371,1000
2000-09-09,mwu,0.017,1000
2000-09-10,ad,0.022,1000
2000-09-10,chow,0.37,1000
2000-09-10,ks,0.027,1000
2000-09-10,led,0.373,1000
2000-09-10,mwu,0.021,1000
2000-09-11,ad,0.019,1000
2000-09-11,chow,0.37,1000
2000-09-11,ks,0.019,1000
2000-09-11,led,0.376,1000
2000-09-11,mwu,0.021,1000
2000-09-12,ad,0.02,1000
2000-09-12,chow,0.367,1000
2000-09-12,ks,0.021,1000
2000-09-12,led,0.381,1000
2000-09-12,mwu,0.022,1000
2000-09-13,ad,0.021,1000
2000-09-13,chow,0.37,1000
2000-09-13,ks,0.021,1000
2000-09-13,led,0.38,1000
2000-09-13,mwu,0.024,1000
2000-09-14,ad,0.027,1000
2000-09-14,chow,0.367,1000
2000-09-14,ks,0.025,1000
2000-09-14,led,0.373,1000
2000-09-14,mwu,0.029,1000
2000-09-15,ad,0.021,1000
2000-09-15,chow,0.378,1000
2000-09-15,ks,0.02,1000
2000-09-15,led,0.386,1000
2000-09-15,mwu,0.021,1000
2000-09-16,ad,0.02,1000
2000-09-16,chow,0.381,1000
2000-09-16,ks,0.019,1000
2000-09-16,led,0.387,1000
2000-09-16,mwu,0.019,1000
2000-09-17,ad,0.018,1000
2000-09-17,chow,0.385,1000
2000-09-17,ks,0.014,1000
2000-09-17,led,0.395,1000
2000-09-17,mwu,0.019,1000
2000-09-18,ad,0.012,1000
2000-09-18,chow,0.386,1000
2000-09-18,ks,0.02,1000
2000-09-18,led,0.41,1000
2000-09-18,mwu,0.013,1000
2000-09-19,ad,0.02,1000
2000-09-19,chow,0.385,1000
2000-09-19,ks,0.025,1000
2000-09-19,led,0.4,1000
2000-09-19,mwu,0.016,1000
2000-09-20,ad,0.019,1000
2000-09-20,chow,0.386,1000
2000-09-20,ks,0.023,1000
2000-09-20,led,0.404,1000
2000-09-20,mwu,0.019,1000
2000-09-21,ad,0.027,1000
2000-09-21,chow,0.388,1000
2000-09-21,ks,0.019,1000
2000-09-21,led,0.403,1000
2000-09-21,mwu,0.025,1000
2000-09-22,ad,0.019,1000
2000-09-22,chow,0.407,1000
2000-09-22,ks,0.018,1000
2000-09-22,led,0.398,1000
2000-09-22,mwu,0.014,1000
2000-09-23,ad,0.024,1000
2000-09-23,chow,0.398,1000
2000-09-23,ks,0.023,1000
2000-09-23,led,0.408,1000
2000-09-23,mwu,0.024,1000
2000-09-24,ad,0.025,1000
2000-09-24,chow,0.396,1000
2000-09-24,ks,0.027,1000
2000-09-24,led,0.408,1000
2000-09-24,mwu,0.023,1000
2000-09-25,ad,0.025,1000
2000-09-25,chow,0.408,1000
2000-09-25,ks,0.032,1000
2000-09-25,led,0.405,1000
2000-09-25,mwu,0.027,1000
2000-09-26,ad,0.031,1000
2000-09-26,chow,0.387,1000
2000-09-26,ks,0.029,1000
2000-09-26,led,0.404,1000
2000-09-26,mwu,0.026,1000
2000-09-27,ad,0.031,1000
2000-09-27,chow,0.384,1000
2000-09-27,ks,0.03,1000
2000-09-27,led,0.403,1000
2000-09-27,mwu,0.029,1000
2000-09-28,ad,0.027,1000
2000-09-28,chow,0.38,1000
2000-09-28,ks,0.027,1000
2000-09-28,led,0.399,1000
2000-09-28,mwu,0.025,1000
2000-09-29,ad,0.024,1000
2000-09-29,chow,0.39,1000
2000-09-29,ks,0.024,1000
2000-09-29,led,0.408,1000
2000-09-29,mwu,0.022,1000
2000-09-30,ad,0.025,1000
2000-09-30,chow,0.388,1000
2000-09-30,ks,0.021,1000
2000-09-30,led,0.407,1000
2000-09-30,mwu,0.026,1000
2000-10-01,ad,0.024,1000
2000-10-01,chow,0.393,1000
2000-10-01,ks,0.025,1000
2000-10-01,led,0.416,1000
2000-10-01,mwu,0.021,1000
2000-10-02,ad,0.03,1000
2000-10-02,chow,0.387,1000
2000-10-02,ks,0.025,1000
2000-10-02,led,0.411,1000
2000-10-02,mwu,0.034,1000
2000-10-03,ad,0.023,1000
2000-10-03,chow,0.375,1000
2000-10-03,ks,0.022,1000
2000-10-03,led,0.401,1000
2000-10-03,mwu,0.025,1000
2000-10-04,ad,0.027,1000
2000-10-04,chow,0.383,1000
2000-10-04,ks,0.029,1000
2000-10-04,led,0.407,1000
2000-10-04,mwu,0.027,1000
2000-10-05,ad,0.023,1000
2000-10-05,chow,0.386,1000
2000-10-05,ks,0.024,1000
2000-10-05,led,0.402,1000
2000-10-05,mwu,0.025,1000
2000-10-06,ad,0.027,1000
2000-10-06,chow,0.384,1000
2000-10-06,ks,0.021,1000
2000-10-06,led,0.404,1000
2000-10-06,mwu,0.028,1000
2000-10-07,ad,0.026,1000
2000-10-07,chow,0.385,1000
2000-10-07,ks,0.023,1000
2000-10-07,led,0.416,1000
2000-10-07,mwu,0.027,1000
2000-10-08,ad,0.016,1000
2000-10-08,chow,0.4,1000
2000-10-08,ks,0.016,1000
2000-10-08,led,0.424,1000
2000-10-08,mwu,0.022,1000
2000-10-09,ad,0.017,1000
2000-10-09,chow,0.396,1000
2000-10-09,ks,0.022,1000
2000-10-09,led,0.423,1000
2000-10-09,mwu,0.019,1000
2000-10-10,ad,0.015,1000
2000-10-10,chow,0.411,1000
2000-10-10,ks,0.015,1000
2000-10-10,led,0.435,1000
2000-10-10,mwu,0.014,1000
2000-10-11,ad,0.018,1000
2000-10-11,chow,0.416,1000
2000-10-11,ks,0.018,1000
2000-10-11,led,0.425,1000
2000-10-11,mwu,0.02,1000
2000-10-12,ad,0.018,1000
2000-10-12,chow,0.414,1000
2000-10-12,ks,0.017,1000
2000-10-12,led,0.416,1000
2000-10-12,mwu,0.023,1000
2000-10-13,ad,0.03,1000
2000-10-13,chow,0.413,1000
2000-10-13,ks,0.023,1000
2000-10-13,led,0.424,1000
2000-10-13,mwu,0.028,1000
2000-10-14,ad,0.035,1000
2000-10-14,chow,0.406,1000
2000-10-14,ks,0.022,1000
2000-10-14,led,0.422,1000
2000-10-14,mwu,0.029,1000
2000-10-15,ad,0.029,1000
2000-10-15,chow,0.408,1000
2000-10-15,ks,0.027,1000
2000-10-15,led,0.426,1000
2000-10-15,mwu,0.031,1000
2000-10-16,ad,0.03,1000
2000-10-16,chow,0.42,1000
2000-10-16,ks,0.018,1000
2000-10-16,led,0.415,1000
2000-10-16,mwu,0.032,1000
2000-10-17,ad,0.036,1000
2000-10-17,chow,0.416,1000
2000-10-17,ks,0.032,1000
2000-10-17,led,0.435,1000
2000-10-17,mwu,0.036,1000
2000-10-18,ad,0.032,1000
2000-10-18,chow,0.422,1000
2000-10-18,ks,0.025,1000
2000-10-18,led,0.443,1000
2000-10-18,mwu,0.038,1000
2000-10-19,ad,0.025,1000
2000-10-19,chow,0.415,1000
2000-10-19,ks,0.023,1000
2000-10-19,led,0.438,1000
2000-10-19,mwu,0.029,1000
2000-10-20,ad,0.025,1000
2000-10-20,chow,0.416,1000
2000-10-20,ks,0.017,1000
2000-10-20,led,0.434,1000
2000-10-20,mwu,0.03,1000
2000-10-21,ad,0.02,1000
2000-10-21,chow,0.407,1000
2000-10-21,ks,0.012,1000
2000-10-21,led,0.425,1000
2000-10-21,mwu,0.021,1000
2000-10-22,ad,0.02,1000
2000-10-22,chow,0.411,1000
2000-10-22,ks,0.019,1000
2000-10-22,led,0.43,1000
2000-10-22,mwu,0.02,1000
2000-10-23,ad,0.022,1000
2000-10-23,chow,0.401,1000
2000-10-23,ks,0.02,1000
2000-10-23,led,0.428,1000
2000-10-23,mwu,0.019,1000
2000-10-24,ad,0.021,1000
2000-10-24,chow,0.403,1000
2000-10-24,ks,0.019,1000
2000-10-24,led,0.41,1000
2000-10-24,mwu,0.021,1000
2000-10-25,ad,0.021,1000
2000-10-25,chow,0.414,1000
2000-10-25,ks,0.021,1000
2000-10-25,led,0.409,1000
2000-10-25,mwu,0.023,1000
2000-10-26,ad,0.031,1000
2000-10-26,chow,0.412,1000
2000-10-26,ks,0.025,1000
2000-10-26,led,0.415,1000
2000-10-26,mwu,0.025,1000
