date,test,detection_rate,n_iterations
2000-07-25,chow,0.008,1000
2000-07-25,ks,0.0,1000
2000-07-25,led,0.007,1000
2000-07-25,mwu,0.0,1000
2000-07-26,ad,0.0,1000
2000-07-26,chow,0.004,1000
2000-07-26,ks,0.0,1000
2000-07-26,led,0.004,1000
2000-07-26,mwu,0.0,1000
2000-07-27,ad,0.0,1000
2000-07-27,chow,0.001,1000
2000-07-27,ks,0.0,1000
2000-07-27,led,0.001,1000
2000-07-27,mwu,0.0,1000
2000-07-28,ad,0.0,1000
2000-07-28,chow,0.0,1000
2000-07-28,ks,0.0,1000
2000-07-28,led,0.0,1000
2000-07-28,mwu,0.0,1000
2000-07-29,ad,0.0,1000
2000-07-29,chow,0.0,1000
2000-07-29,ks,0.0,1000
2000-07-29,led,0.0,1000
2000-07-29,mwu,0.0,1000
2000-07-30,ad,0.0,1000
2000-07-30,chow,0.0,1000
2000-07-30,ks,0.0,1000
2000-07-30,led,0.0,1000
2000-07-30,mwu,0.0,1000
2000-07-31,ad,0.0,1000
2000-07-31,chow,0.0,1000
2000-07-31,ks,0.001,1000
2000-07-31,led,0.0,1000
2000-07-31,mwu,0.0,1000
2000-08-01,ad,0.0,1000
2000-08-01,chow,0.0,1000
2000-08-01,ks,0.0,1000
2000-08-01,led,0.0,1000
2000-08-01,mwu,0.0,1000
2000-08-02,ad,0.0,1000
2000-08-02,chow,0.0,1000
2000-08-02,ks,0.0,1000
2000-08-02,led,0.0,1000
2000-08-02,mwu,0.0,1000
2000-08-03,ad,0.0,1000
2000-08-03,chow,0.0,1000
2000-08-03,ks,0.0,1000
2000-08-03,led,0.0,1000
2000-08-03,mwu,0.0,1000
2000-08-04,ad,0.0,1000
2000-08-04,chow,0.0,1000
2000-08-04,ks,0.0,1000
2000-08-04,led,0.0,1000
2000-08-04,mwu,0.0,1000
2000-08-05,ad,0.0,1000
2000-08-05,chow,0.0,1000
2000-08-05,ks,0.0,1000
2000-08-05,led,0.0,1000
2000-08-05,mwu,0.0,1000
2000-08-06,ad,0.0,1000
2000-08-06,chow,0.0,1000
2000-08-06,ks,0.0,1000
2000-08-06,led,0.0,1000
2000-08-06,mwu,0.0,1000
2000-08-07,ad,0.001,1000
2000-08-07,chow,0.0,1000
2000-08-07,ks,0.0,1000
2000-08-07,led,0.0,1000
2000-08-07,mwu,0.0,1000
2000-08-08,ad,0.0,1000
2000-08-08,chow,0.0,1000
2000-08-08,ks,0.0,1000
2000-08-08,led,0.0,1000
2000-08-08,mwu,0.0,1000
2000-08-09,ad,0.001,1000
2000-08-09,chow,0.0,1000
2000-08-09,ks,0.001,1000
2000-08-09,led,0.0,1000
2000-08-09,mwu,0.0,1000
2000-08-10,ad,0.001,1000
2000-08-10,chow,0.0,1000
2000-08-10,ks,0.002,1000
2000-08-10,led,0.0,1000
2000-08-10,mwu,0.0,1000
2000-08-11,ad,0.0,1000
2000-08-11,chow,0.0,1000
2000-08-11,ks,0.001,1000
2000-08-11,led,0.0,1000
2000-08-11,mwu,0.0,1000
2000-08-12,ad,0.0,1000
2000-08-12,chow,0.0,1000
2000-08-12,ks,0.002,1000
2000-08-12,led,0.0,1000
2000-08-12,mwu,0.0,1000
2000-08-13,ad,0.0,1000
2000-08-13,chow,0.0,1000
2000-08-13,ks,0.001,1000
2000-08-13,led,0.0,1000
2000-08-13,mwu,0.0,1000
2000-08-14,ad,0.004,1000
2000-08-14,chow,0.003,1000
2000-08-14,ks,0.004,1000
2000-08-14,led,0.001,1000
2000-08-14,mwu,0.003,1000
2000-08-15,ad,0.005,1000
2000-08-15,chow,0.004,1000
2000-08-15,ks,0.007,1000
2000-08-15,led,0.001,1000
2000-08-15,mwu,0.005,1000
2000-08-16,ad,0.006,1000
2000-08-16,chow,0.009,1000
2000-08-16,ks,0.006,1000
2000-08-16,led,0.005,1000
2000-08-16,mwu,0.005,1000
2000-08-17,ad,0.008,1000
2000-08-17,chow,0.012,1000
2000-08-17,ks,0.007,1000
2000-08-17,led,0.006,1000
2000-08-17,mwu,0.008,1000
2000-08-18,ad,0.007,1000
2000-08-18,chow,0.018,1000
2000-08-18,ks,0.008,1000
2000-08-18,led,0.007,1000
2000-08-18,mwu,0.008,1000
2000-08-19,ad,0.009,1000
2000-08-19,chow,0.022,1000
2000-08-19,ks,0.011,1000
2000-08-19,led,0.01,1000
2000-08-19,mwu,0.007,1000
2000-08-20,ad,0.007,1000
2000-08-20,chow,0.038,1000
2000-08-20,ks,0.009,1000
2000-08-20,led,0.019,1000
2000-08-20,mwu,0.004,1000
2000-08-21,ad,0.006,1000
2000-08-21,chow,0.046,1000
2000-08-21,ks,0.014,1000
2000-08-21,led,0.025,1000
2000-08-21,mwu,0.004,1000
2000-08-22,ad,0.01,1000
2000-08-22,chow,0.06,1000
2000-08-22,ks,0.009,1000
2000-08-22,led,0.025,1000
2000-08-22,mwu,0.009,1000
2000-08-23,ad,0.014,1000
2000-08-23,chow,0.07,1000
2000-08-23,ks,0.009,1000
2000-08-23,led,0.039,1000
2000-08-23,mwu,0.012,1000
2000-08-24,ad,0.01,1000
2000-08-24,chow,0.085,1000
2000-08-24,ks,0.01,1000
2000-08-24,led,0.042,1000
2000-08-24,mwu,0.009,1000
2000-08-25,ad,0.01,1000
2000-08-25,chow,0.099,1000
2000-08-25,ks,0.011,1000
2000-08-25,led,0.054,1000
2000-08-25,mwu,0.007,1000
2000-08-26,ad,0.009,1000
2000-08-26,chow,0.106,1000
2000-08-26,ks,0.01,1000
2000-08-26,led,0.056,1000
2000-08-26,mwu,0.006,1000
2000-08-27,ad,0.007,1000
2000-08-27,chow,0.131,1000
2000-08-27,ks,0.006,1000
2000-08-27,led,0.072,1000
2000-08-27,mwu,0.005,1000
2000-08-28,ad,0.007,1000
2000-08-28,chow,0.154,1000
2000-08-28,ks,0.014,1000
2000-08-28,led,0.1,1000
2000-08-28,mwu,0.007,1000
2000-08-29,ad,0.011,1000
2000-08-29,chow,0.186,1000
2000-08-29,ks,0.013,1000
2000-08-29,led,0.129,1000
2000-08-29,mwu,0.011,1000
2000-08-30,ad,0.017,1000
2000-08-30,chow,0.203,1000
2000-08-30,ks,0.019,1000
2000-08-30,led,0.152,1000
2000-08-30,mwu,0.013,1000
2000-08-31,ad,0.013,1000
2000-08-31,chow,0.217,1000
2000-08-31,ks,0.018,1000
2000-08-31,led,0.165,1000
2000-08-31,mwu,0.016,1000
2000-09-01,ad,0.016,1000
2000-09-01,chow,0.233,1000
2000-09-01,ks,0.016,1000
2000-09-01,led,0.184,1000
2000-09-01,mwu,0.015,1000
2000-09-02,ad,0.021,1000
2000-09-02,chow,0.251,1000
2000-09-02,ks,0.024,1000
2000-09-02,led,0.203,1000
2000-09-02,mwu,0.014,1000
2000-09-03,ad,0.012,1000
2000-09-03,chow,0.266,1000
2000-09-03,ks,0.019,1000
2000-09-03,led,0.219,1000
2000-09-03,mwu,0.015,1000
2000-09-04,ad,0.011,1000
2000-09-04,chow,0.276,1000
2000-09-04,ks,0.012,1000
2000-09-04,led,0.242,1000
2000-09-04,mwu,0.01,1000
2000-09-05,ad,0.014,1000
2000-09-05,chow,0.297,1000
2000-09-05,ks,0.015,1000
2000-09-05,led,0.263,1000
2000-09-05,mwu,0.017,1000
2000-09-06,ad,0.01,1000
2000-09-06,chow,0.305,1000
2000-09-06,ks,0.017,1000
2000-09-06,led,0.272,1000
2000-09-06,mwu,0.011,1000
2000-09-07,ad,0.018,1000
2000-09-07,chow,0.297,1000
2000-09-07,ks,0.017,1000
2000-09-07,led,0.292,1000
2000-09-07,mwu,0.011,1000
2000-09-08,ad,0.018,1000
2000-09-08,chow,0.301,1000
2000-09-08,ks,0.019,1000
2000-09-08,led,0.298,1000
2000-09-08,mwu,0.017,1000
2000-09-09,ad,0.024,1000
2000-09-09,chow,0.301,1000
2000-09-09,ks,0.021,1000
2000-09-09,led,0.304,1000
2000-09-09,mwu,0.021,1000
2000-09-10,ad,0.019,1000
2000-09-10,chow,0.325,1000
2000-09-10,ks,0.02,1000
2000-09-10,led,0.316,1000
2000-09-10,mwu,0.021,1000
2000-09-11,ad,0.03,1000
2000-09-11,chow,0.35,1000
2000-09-11,ks,0.024,1000
2000-09-11,led,0.331,1000
2000-09-11,mwu,0.029,1000
2000-09-12,ad,0.024,1000
2000-09-12,chow,0.348,1000
2000-09-12,ks,0.021,1000
2000-09-12,led,0.347,1000
2000-09-12,mwu,0.023,1000
2000-09-13,ad,0.022,1000
2000-09-13,chow,0.365,1000
2000-09-13,ks,0.018,1000
2000-09-13,led,0.361,1000
2000-09-13,mwu,0.019,1000
2000-09-14,ad,0.016,1000
2000-09-14,chow,0.366,1000
2000-09-14,ks,0.018,1000
2000-09-14,led,0.362,1000
2000-09-14,mwu,0.019,1000
2000-09-15,ad,0.025,1000
2000-09-15,chow,0.359,1000
2000-09-15,ks,0.025,1000
2000-09-15,led,0.365,1000
2000-09-15,mwu,0.026,1000
2000-09-16,ad,0.02,1000
2000-09-16,chow,0.344,1000
2000-09-16,ks,0.016,1000
2000-09-16,led,0.377,1000
2000-09-16,mwu,0.023,1000
2000-09-17,ad,0.022,1000
2000-09-17,chow,0.346,1000
2000-09-17,ks,0.021,1000
2000-09-17,led,0.379,1000
2000-09-17,mwu,0.019,1000
2000-09-18,ad,0.03,1000
2000-09-18,chow,0.377,1000
2000-09-18,ks,0.03,1000
2000-09-18,led,0.376,1000
2000-09-18,mwu,0.029,1000
2000-09-19,ad,0.027,1000
2000-09-19,chow,0.389,1000
2000-09-19,ks,0.022,1000
2000-09-19,led,0.38,1000
2000-09-19,mwu,0.027,1000
2000-09-20,ad,0.024,1000
2000-09-20,chow,0.388,1000
2000-09-20,ks,0.027,1000
2000-09-20,led,0.388,1000
2000-09-20,mwu,0.021,1000
2000-09-21,ad,0.025,1000
2000-09-21,chow,0.396,1000
2000-09-21,ks,0.028,1000
2000-09-21,led,0.39,1000
2000-09-21,mwu,0.025,1000
2000-09-22,ad,0.025,1000
2000-09-22,chow,0.393,1000
2000-09-22,ks,0.027,1000
2000-09-22,led,0.401,1000
2000-09-22,mwu,0.024,1000
2000-09-23,ad,0.024,1000
2000-09-23,chow,0.406,1000
2000-09-23,ks,0.027,1000
2000-09-23,led,0.415,1000
2000-09-23,mwu,0.023,1000
2000-09-24,ad,0.016,1000
2000-09-24,chow,0.395,1000
2000-09-24,ks,0.016,1000
2000-09-24,led,0.408,1000
2000-09-24,mwu,0.019,1000
2000-09-25,ad,0.012,1000
2000-09-25,chow,0.383,1000
2000-09-25,ks,0.019,1000
2000-09-25,led,0.417,1000
2000-09-25,mwu,0.014,1000
2000-09-26,ad,0.024,1000
2000-09-26,chow,0.382,1000
2000-09-26,ks,0.027,1000
2000-09-26,led,0.414,1000
2000-09-26,mwu,0.023,1000
2000-09-27,ad,0.019,1000
2000-09-27,chow,0.389,1000
2000-09-27,ks,0.025,1000
2000-09-27,led,0.408,1000
2000-09-27,mwu,0.018,1000
2000-09-28,ad,0.023,1000
2000-09-28,chow,0.404,1000
2000-09-28,ks,0.02,1000
2000-09-28,led,0.409,1000
2000-09-28,mwu,0.024,1000
2000-09-29,ad,0.02,1000
2000-09-29,chow,0.395,1000
2000-09-29,ks,0.017,1000
2000-09-29,led,0.413,1000
2000-09-29,mwu,0.021,1000
2000-09-30,ad,0.016,1000
2000-09-30,chow,0.411,1000
2000-09-30,ks,0.021,1000
2000-09-30,led,0.422,1000
2000-09-30,mwu,0.02,1000
2000-10-01,ad,0.023,1000
2000-10-01,chow,0.399,1000
2000-10-01,ks,0.017,1000
2000-10-01,led,0.423,1000
2000-10-01,mwu,0.022,1000
2000-10-02,ad,0.026,1000
2000-10-02,chow,0.412,1000
2000-10-02,ks,0.024,1000
2000-10-02,led,0.427,1000
2000-10-02,mwu,0.027,1000
2000-10-03,ad,0.02,1000
2000-10-03,chow,0.41,1000
2000-10-03,ks,0.025,1000
2000-10-03,led,0.429,1000
2000-10-03,mwu,0.024,1000
2000-10-04,ad,0.021,1000
2000-10-04,chow,0.412,1000
2000-10-04,ks,0.02,1000
2000-10-04,led,0.422,1000
2000-10-04,mwu,0.026,1000
2000-10-05,ad,0.018,1000
2000-10-05,chow,0.404,1000
2000-10-05,ks,0.023,1000
2000-10-05,led,0.408,1000
2000-10-05,mwu,0.022,1000
2000-10-06,ad,0.025,1000
2000-10-06,chow,0.401,1000
2000-10-06,ks,0.022,1000
2000-10-06,led,0.415,1000
2000-10-06,mwu,0.024,1000
2000-10-07,ad,0.027,1000
2000-10-07,chow,0.401,1000
2000-10-07,ks,0.024,1000
2000-10-07,led,0.411,1000
2000-10-07,mwu,0.028,1000
2000-10-08,ad,0.018,1000
2000-10-08,chow,0.413,1000
2000-10-08,ks,0.02,1000
2000-10-08,led,0.405,1000
2000-10-08,mwu,0.02,1000
2000-10-09,ad,0.025,1000
2000-10-09,chow,0.408,1000
2000-10-09,ks,0.026,1000
2000-10-09,led,0.414,1000
2000-10-09,mwu,0.023,1000
2000-10-10,ad,0.021,1000
2000-10-10,chow,0.398,1000
2000-10-10,ks,0.023,1000
2000-10-10,led,0.412,1000
2000-10-10,mwu,0.019,1000
2000-10-11,ad,0.023,1000
2000-10-11,chow,0.409,1000
2000-10-11,ks,0.02,1000
2000-10-11,led,0.412,1000
2000-10-11,mwu,0.023,1000
2000-10-12,ad,0.024,1000
2000-10-12,chow,0.413,1000
2000-10-12,ks,0.025,1000
2000-10-12,led,0.416,1000
2000-10-12,mwu,0.025,1000
2000-10-13,ad,0.02,1000
2000-10-13,chow,0.407,1000
2000-10-13,ks,0.021,1000
2000-10-13,led,0.425,1000
2000-10-13,mwu,0.025,1000
2000-10-14,ad,0.029,1000
2000-10-14,chow,0.407,1000
2000-10-14,ks,0.027,1000
2000-10-14,led,0.424,1000
2000-10-14,mwu,0.029,1000
2000-10-15,ad,0.022,1000
2000-10-15,chow,0.402,1000
2000-10-15,ks,0.021,1000
2000-10-15,led,0.421,1000
2000-10-15,mwu,0.02,1000
2000-10-16,ad,0.024,1000
2000-10-16,chow,0.389,1000
2000-10-16,ks,0.021,1000
2000-10-16,led,0.415,1000
2000-10-16,mwu,0.022,1000
2000-10-17,ad,0.022,1000
2000-10-17,chow,0.402,1000
2000-10-17,ks,0.021,1000
2000-10-17,led,0.414,1000
2000-10-17,mwu,0.026,1000
2000-10-18,ad,0.022,1000
2000-10-18,chow,0.388,1000
2000-10-18,ks,0.019,1000
2000-10-18,led,0.409,1000
2000-10-18,mwu,0.022,1000
2000-10-19,ad,0.017,1000
2000-10-19,chow,0.402,1000
2000-10-19,ks,0.017,1000
2000-10-19,led,0.412,1000
2000-10-19,mwu,0.018,1000
2000-10-20,ad,0.022,1000
2000-10-20,chow,0.396,1000
2000-10-20,ks,0.02,1000
2000-10-20,led,0.409,1000
2000-10-20,mwu,0.022,1000
2000-10-21,ad,0.028,1000
2000-10-21,chow,0.39,1000
2000-10-21,ks,0.026,1000
2000-10-21,led,0.419,1000
2000-10-21,mwu,0.025,1000
2000-10-22,ad,0.027,1000
2000-10-22,chow,0.405,1000
2000-10-22,ks,0.024,1000
2000-10-22,led,0.415,1000
2000-10-22,mwu,0.024,1000
2000-10-23,ad,0.027,1000
2000-10-23,chow,0.403,1000
2000-10-23,ks,0.028,1000
2000-10-23,led,0.429,1000
2000-10-23,mwu,0.027,1000
2000-10-24,ad,0.029,1000
2000-10-24,chow,0.408,1000
2000-10-24,ks,0.028,1000
2000-10-24,led,0.429,1000
2000-10-24,mwu,0.028,1000
2000-10-25,ad,0.03,1000
2000-10-25,chow,0.404,1000
2000-10-25,ks,0.028,1000
2000-10-25,led,0.435,1000
2000-10-25,mwu,0.031,1000
2000-10-26,ad,0.027,1000
2000-10-26,chow,0.411,1000
2000-10-26,ks,0.029,1000
2000-10-26,led,0.416,1000
2000-10-26,mwu,0.029,1000
